Date,ZZ0000000001,ZZ0000000002,ZZ0000000003,ZZ0000000004,ZZ0000000005,ZZ0000000006,ZZ0000000007,ZZ0000000008,ZZ0000000009,ZZ0000000010,ZZ0000000011,ZZ0000000012
2023-08-01,1.0212245964,1.0175704908,1.0197946473,1.0202174144,1.0297048223,1.0333167806,1.0203007107,1.0186857116,0.9111335544,1.2345172875,1.0622542314,1.2393405079
2023-08-02,1.0214659783,1.0179941071,1.0200392724,1.0204041388,1.0305596551,1.0323225366,1.0204860485,1.0181961769,0.8997665398,1.2043637006,1.0468841275,1.2111919208
2023-08-03,1.0215538161,1.0179653987,1.0201503824,1.0205013292,1.0299635408,1.0314522296,1.0207323611,1.0186956343,0.8909664552,1.1928852470,1.0327418009,1.2185884863
2023-08-04,1.0218287642,1.0183217056,1.0204740683,1.0206129858,1.0309505174,1.0332367288,1.0208443647,1.0199152181,0.8914166645,1.2108916014,1.0485434031,1.2434092345
2023-08-07,1.0219282087,1.0183056883,1.0207681229,1.0209007125,1.0311231479,1.0321140305,1.0210580999,1.0200452607,0.8896896107,1.2056477913,1.0465388707,1.2561252227
2023-08-08,1.0219937418,1.0185984863,1.0208292397,1.0212216581,1.0306041077,1.0318547786,1.0212517307,1.0188108952,0.8882153904,1.1929209505,1.0476582498,1.2618071907
2023-08-09,1.0223486778,1.0189120763,1.0209170638,1.0215010926,1.0308449508,1.0310091476,1.0213627208,1.0150402774,0.8791934191,1.1968424115,1.0400072711,1.2221287995
2023-08-10,1.0225271697,1.0191146056,1.0209622200,1.0216678850,1.0303895890,1.0312095194,1.0215027806,1.0151466914,0.8823456652,1.2010734891,1.0463836929,1.2218404944
2023-08-11,1.0226877026,1.0192161411,1.0211365714,1.0218345461,1.0311214775,1.0306978223,1.0217318999,1.0185164722,0.8803956434,1.2077658615,1.0436258187,1.2166695334
2023-08-14,1.0227990532,1.0192008057,1.0212085068,1.0218529312,1.0309333912,1.0304968314,1.0220169932,1.0166409539,0.8764082523,1.1986921440,1.0416592447,1.2070240453
2023-08-15,1.0228081955,1.0193560809,1.0212180873,1.0216705899,1.0307362423,1.0297914866,1.0221876315,1.0159857453,0.8740638669,1.1955947675,1.0372116600,1.1952453184
2023-08-16,1.0229396802,1.0196318948,1.0213165230,1.0218856762,1.0304279343,1.0304811763,1.0223442000,1.0139843527,0.8649287137,1.1853314141,1.0312281906,1.1546336467
2023-08-17,1.0230346115,1.0196920084,1.0217051364,1.0219270585,1.0311800502,1.0300478985,1.0223588516,1.0117886353,0.8587739029,1.1568748791,1.0184866912,1.1273293420
2023-08-18,1.0233284866,1.0200675185,1.0218371489,1.0223076719,1.0312031272,1.0309490277,1.0223234052,1.0139660136,0.8621643740,1.1724528237,1.0279070519,1.1206989438
2023-08-21,1.0233246378,1.0202143872,1.0218523080,1.0220607324,1.0314464902,1.0303077642,1.0224187790,1.0134881349,0.8760280592,1.2014939704,1.0474080842,1.1725623870
2023-08-22,1.0234209797,1.0204483360,1.0220270551,1.0222634747,1.0314573462,1.0315508116,1.0225415954,1.0116824731,0.8708669393,1.2099716586,1.0353074619,1.2033943898
2023-08-23,1.0235601275,1.0205420148,1.0219921318,1.0224693921,1.0310197248,1.0310919806,1.0228479636,1.0139514833,0.8740593325,1.2362234581,1.0388555912,1.1926468961
2023-08-24,1.0237114226,1.0204520552,1.0220798993,1.0228248323,1.0301627841,1.0293643471,1.0229954064,1.0115551775,0.8587002658,1.2249148012,1.0251781497,1.1795630033
2023-08-25,1.0238334578,1.0207021582,1.0222375276,1.0228645954,1.0307677268,1.0293203795,1.0230591822,1.0093084714,0.8490086202,1.2234391455,1.0138701010,1.1755346725
2023-08-28,1.0238578427,1.0207196647,1.0223783902,1.0228279079,1.0309087621,1.0287888116,1.0231583037,1.0094103978,0.8473690588,1.2163439032,1.0188839746,1.1862483235
2023-08-29,1.0241018404,1.0209515360,1.0223234423,1.0228144032,1.0302344047,1.0274953947,1.0232369601,1.0098733712,0.8417558095,1.2039561223,1.0073803245,1.1849763194
2023-08-30,1.0243613961,1.0211427986,1.0222630834,1.0228645705,1.0293205765,1.0256032935,1.0231658925,1.0111743616,0.8474698018,1.2078319131,1.0014605822,1.1772313193
2023-08-31,1.0245756421,1.0214740077,1.0222473404,1.0230332124,1.0293981460,1.0271888702,1.0232885647,1.0164684886,0.8569862733,1.2192497149,1.0162163044,1.1966733401
2023-09-01,1.0246080062,1.0215123953,1.0223530142,1.0229911454,1.0302308890,1.0271101188,1.0234275402,1.0177623539,0.8619104155,1.2117224797,1.0185729388,1.1845725346
2023-09-04,1.0246323842,1.0215523172,1.0224633510,1.0233318878,1.0300242882,1.0292056420,1.0236935129,1.0212137841,0.8606850797,1.1990619315,1.0177433648,1.1850972309
2023-09-05,1.0247839827,1.0218125651,1.0225506453,1.0234705430,1.0302694948,1.0305006925,1.0239205945,1.0202470190,0.8663170548,1.2105189362,1.0176593591,1.1795229074
2023-09-06,1.0250262531,1.0220002937,1.0226615250,1.0234191632,1.0309889763,1.0305294468,1.0242993723,1.0178755664,0.8602837993,1.2039746716,1.0194988259,1.1572689579
2023-09-07,1.0252891739,1.0220814333,1.0227298986,1.0235226434,1.0313900049,1.0301845515,1.0241904976,1.0171635643,0.8676507255,1.1869698559,1.0201462083,1.1827219667
2023-09-08,1.0255120186,1.0221701641,1.0229057030,1.0238168075,1.0313338049,1.0302654697,1.0245639239,1.0172188433,0.8647681181,1.1824766591,1.0192711505,1.1800902190
2023-09-11,1.0255994055,1.0223404644,1.0231221525,1.0241253405,1.0307624869,1.0311203493,1.0248075967,1.0185933203,0.8658954999,1.1926624582,1.0263923989,1.1953098373
2023-09-12,1.0257507369,1.0223456972,1.0232197129,1.0242537337,1.0307948016,1.0321090395,1.0249636515,1.0188043714,0.8612063719,1.2089771420,1.0295580762,1.2125985469
2023-09-13,1.0259157495,1.0227320450,1.0233999979,1.0242520021,1.0313504779,1.0334808132,1.0251099095,1.0162335160,0.8656078650,1.2258316502,1.0378328920,1.2246312531
2023-09-14,1.0258981008,1.0227538615,1.0233764197,1.0244002570,1.0305020563,1.0344056316,1.0251864743,1.0180567547,0.8640874822,1.2332391690,1.0283127145,1.2019732863
2023-09-15,1.0261308707,1.0228022563,1.0235080428,1.0246917040,1.0292739699,1.0345881561,1.0252982725,1.0197880318,0.8684894370,1.2383683739,1.0390183614,1.2029566094
2023-09-18,1.0263691723,1.0230619412,1.0234969583,1.0248942228,1.0294941776,1.0354491752,1.0253846101,1.0170905940,0.8737461671,1.2535079410,1.0446712283,1.1910002864
2023-09-19,1.0264278856,1.0231503703,1.0237059803,1.0250143278,1.0289007016,1.0359938570,1.0254183210,1.0136319827,0.8743709045,1.2414183404,1.0439926109,1.1740357014
2023-09-20,1.0265706108,1.0234426881,1.0240103442,1.0251341117,1.0293279247,1.0365095229,1.0255682307,1.0149666878,0.8821076555,1.2524300793,1.0460050392,1.1757839825
2023-09-21,1.0266208499,1.0238115258,1.0241018126,1.0251319097,1.0304042879,1.0366767993,1.0257631368,1.0153155902,0.8836775910,1.2513022879,1.0358799453,1.1513523795
2023-09-22,1.0267182171,1.0240130058,1.0243274411,1.0250733637,1.0322622108,1.0372333999,1.0259380496,1.0159403205,0.8867565150,1.2365544318,1.0348965707,1.1519993925
2023-09-25,1.0269249793,1.0243438124,1.0244395278,1.0251640350,1.0332880253,1.0368070469,1.0260418467,1.0147680264,0.8857792208,1.2232804329,1.0310370064,1.1416444317
2023-09-26,1.0269988609,1.0245259759,1.0244438049,1.0254664401,1.0347049565,1.0385243509,1.0264438815,1.0113865694,0.9032418833,1.2351692451,1.0432957222,1.1566694082
2023-09-27,1.0272363641,1.0246672649,1.0244471256,1.0255506691,1.0349252153,1.0370830633,1.0266635898,1.0125963100,0.8987554630,1.2311353183,1.0383891181,1.1488540087
2023-09-28,1.0271948060,1.0249092205,1.0244859483,1.0256965728,1.0360430224,1.0365012569,1.0268690969,1.0121688231,0.8958298947,1.2400041332,1.0362486194,1.1572044115
2023-09-29,1.0272152354,1.0249617856,1.0245239641,1.0260113368,1.0355821595,1.0367756499,1.0271523798,1.0098430305,0.8876379085,1.2417025612,1.0429770567,1.1489293123
2023-10-02,1.0273669665,1.0251260135,1.0248169734,1.0262645001,1.0356559564,1.0366837806,1.0272819862,1.0085916875,0.8904631045,1.2345407385,1.0443049661,1.1730670898
2023-10-03,1.0275706698,1.0253362223,1.0250074849,1.0264812626,1.0369395141,1.0375727207,1.0275095093,1.0100412478,0.8863062221,1.2229052927,1.0423849474,1.1746118097
2023-10-04,1.0277200611,1.0254546233,1.0252235167,1.0268101853,1.0370947191,1.0373041631,1.0275445001,1.0090346673,0.8666108200,1.1958484844,1.0202032701,1.1329265079
2023-10-05,1.0278622685,1.0255672727,1.0254510765,1.0270268270,1.0363347730,1.0351077938,1.0275758672,1.0056952546,0.8579829047,1.1810261205,1.0132931914,1.1184982066
2023-10-06,1.0279766934,1.0257092415,1.0257618112,1.0273760690,1.0352644187,1.0367004815,1.0276504161,1.0078551561,0.8562797338,1.1956643187,1.0081745148,1.0959299194
2023-10-09,1.0281555437,1.0258044857,1.0257968537,1.0276423437,1.0349906058,1.0369280916,1.0278437545,1.0073164473,0.8571644737,1.2029935342,1.0068975303,1.0593986094
2023-10-10,1.0284725965,1.0258631203,1.0258586341,1.0276843107,1.0359388162,1.0370125689,1.0280413431,1.0058848562,0.8726856533,1.2026157625,1.0252391095,1.0784566377
2023-10-11,1.0285499067,1.0260775645,1.0259870825,1.0277687748,1.0363724305,1.0369387356,1.0282104576,1.0065282701,0.8743055630,1.1978191816,1.0188582836,1.0860698169
2023-10-12,1.0286336989,1.0264006523,1.0259160733,1.0281717533,1.0363041163,1.0365070937,1.0282689487,1.0063560281,0.8679314062,1.1932645694,1.0165645045,1.1021092417
2023-10-13,1.0286886110,1.0264695048,1.0261352590,1.0282179032,1.0361183443,1.0356711234,1.0283280282,1.0054333030,0.8600191163,1.1939955842,1.0014123343,1.0999576755
2023-10-16,1.0289014885,1.0264254155,1.0262997530,1.0283250056,1.0354314230,1.0358064011,1.0285550439,1.0056541242,0.8594374917,1.2023442890,1.0108322923,1.1103917490
2023-10-17,1.0288544926,1.0264323607,1.0265229856,1.0284286566,1.0339496157,1.0349718111,1.0284672768,1.0051606051,0.8495987720,1.2131686519,1.0005836747,1.1004918656
2023-10-18,1.0289545997,1.0263813848,1.0267115087,1.0289741890,1.0344430105,1.0368590931,1.0286037280,1.0070553704,0.8636236756,1.2273521633,1.0199079272,1.1131332006
2023-10-19,1.0290540721,1.0263549231,1.0268762867,1.0291008893,1.0330988154,1.0374727169,1.0284970802,1.0067194583,0.8615487830,1.2229425083,1.0120992452,1.1161143946
2023-10-20,1.0293439476,1.0264211136,1.0270758272,1.0293874900,1.0333867747,1.0387521986,1.0285889361,1.0047247809,0.8512788139,1.2185923192,1.0121851835,1.1157333233
2023-10-23,1.0294857188,1.0263576586,1.0272246633,1.0293849331,1.0334268243,1.0387691369,1.0287958294,1.0058946283,0.8525872383,1.2181371542,1.0022857264,1.1077763179
2023-10-24,1.0296252217,1.0263887430,1.0274214940,1.0295937824,1.0345188520,1.0392199355,1.0289068047,1.0071004922,0.8550945002,1.2466408323,1.0160441860,1.0985054333
2023-10-25,1.0297100396,1.0264700768,1.0276325565,1.0295212550,1.0342750858,1.0387384890,1.0290476912,1.0062437156,0.8470346714,1.2664377453,1.0249038458,1.1014583295
2023-10-26,1.0300004841,1.0267067876,1.0277612401,1.0298318202,1.0340951825,1.0404408019,1.0291567356,1.0047995354,0.8454685561,1.2725386079,1.0253521741,1.0951584440
2023-10-27,1.0300994590,1.0269704021,1.0277425080,1.0300024545,1.0345527747,1.0404482804,1.0292900902,1.0070708463,0.8445290358,1.2626910906,1.0222091280,1.0817734994
2023-10-30,1.0304280102,1.0270598658,1.0277948113,1.0303517348,1.0355057894,1.0415572282,1.0293845268,1.0061971071,0.8486737279,1.2685002255,1.0412771920,1.0826064753
2023-10-31,1.0306150380,1.0272362296,1.0278493003,1.0304375661,1.0353463940,1.0422420903,1.0294436318,1.0071731671,0.8526236707,1.2739832703,1.0480196775,1.0854153800
2023-11-01,1.0308481032,1.0274636840,1.0277716804,1.0304867996,1.0336922357,1.0432166897,1.0295546963,1.0103015298,0.8535437494,1.2505836267,1.0533501814,1.0813959414
2023-11-02,1.0309772037,1.0276710523,1.0278466092,1.0306742503,1.0343080881,1.0432639859,1.0298048235,1.0134442620,0.8695769056,1.2549009206,1.0605583825,1.0897976741
2023-11-03,1.0310528734,1.0278552964,1.0280309323,1.0309069405,1.0352086441,1.0441972985,1.0298135727,1.0138766775,0.8709729078,1.2544499092,1.0612546586,1.0866109166
2023-11-06,1.0311748783,1.0278797499,1.0282321091,1.0310197141,1.0361688766,1.0426482475,1.0297525757,1.0163032345,0.8860745736,1.2664623750,1.0710474654,1.0921744189
2023-11-07,1.0313932497,1.0281656549,1.0284796033,1.0310083138,1.0378555418,1.0434197860,1.0296452589,1.0174850352,0.8818978442,1.2641979304,1.0598209616,1.1020104314
2023-11-08,1.0314724294,1.0281733968,1.0286705570,1.0312903665,1.0376499936,1.0429396245,1.0296850662,1.0173927857,0.8882545271,1.2722488742,1.0546226432,1.0985063771
2023-11-09,1.0314298929,1.0282553521,1.0288475187,1.0315093346,1.0385375467,1.0437234898,1.0299419091,1.0149798903,0.8828683437,1.2695907690,1.0530863673,1.1168624950
2023-11-10,1.0314738467,1.0283143901,1.0291642908,1.0317905274,1.0374293044,1.0442039415,1.0301522702,1.0121798058,0.8770896836,1.2528253448,1.0364929291,1.1013875315
2023-11-13,1.0316482560,1.0281580657,1.0294843863,1.0319860081,1.0379716519,1.0441721041,1.0303542746,1.0103558124,0.8729013672,1.2528730637,1.0213415746,1.0745253679
2023-11-14,1.0317371189,1.0281987116,1.0295327632,1.0319238527,1.0375353566,1.0442116194,1.0305740547,1.0117536529,0.8688116328,1.2558033464,1.0227231946,1.0780704239
2023-11-15,1.0317888972,1.0282545651,1.0296553249,1.0320806696,1.0372641294,1.0440553071,1.0309016170,1.0111930363,0.8584581184,1.2575438629,1.0162089792,1.0595614724
2023-11-16,1.0319476013,1.0284210048,1.0298628651,1.0322426371,1.0363432361,1.0427257352,1.0311977114,1.0118610723,0.8543800387,1.2619466223,1.0203987500,1.0487783549
2023-11-17,1.0319353771,1.0286016126,1.0300390121,1.0323326576,1.0357733855,1.0449045350,1.0313579562,1.0085575343,0.8330843707,1.2633719416,0.9956991669,0.9992210987
2023-11-20,1.0320491809,1.0287215788,1.0300977787,1.0324604229,1.0350218963,1.0433376923,1.0316545091,1.0062209793,0.8280317499,1.2624808553,0.9880852544,1.0087832569
2023-11-21,1.0322676082,1.0288381101,1.0302307510,1.0325908292,1.0359567717,1.0428687884,1.0317756598,1.0052535298,0.8190689326,1.2594489721,0.9774152989,0.9983256029
2023-11-22,1.0324337975,1.0289776736,1.0303162710,1.0328160703,1.0364959773,1.0423285675,1.0319572059,1.0064148064,0.8241317036,1.2791680834,0.9789630943,1.0062014643
2023-11-23,1.0326003769,1.0293277773,1.0303634446,1.0328826156,1.0365181455,1.0431468294,1.0321872205,1.0062594638,0.8189059144,1.2804476816,0.9749821585,1.0045682754
2023-11-24,1.0326717529,1.0292875687,1.0305395898,1.0329712322,1.0353780432,1.0450843423,1.0324062765,1.0036985324,0.8124099049,1.2708256125,0.9756965819,1.0045805826
2023-11-27,1.0329052321,1.0294901386,1.0309030866,1.0331245370,1.0368546651,1.0451271404,1.0325635713,1.0059190667,0.8280697252,1.2903670883,0.9803936124,1.0482885322
2023-11-28,1.0329902342,1.0298240526,1.0310785827,1.0334396332,1.0367205015,1.0448980879,1.0327379867,1.0056830492,0.8271514794,1.3078412333,0.9771897762,1.0623760751
2023-11-29,1.0332457634,1.0299142977,1.0311692166,1.0335968801,1.0365835316,1.0449123978,1.0329342360,1.0052368350,0.8095080886,1.3053205123,0.9750302769,1.0386150216
2023-11-30,1.0333640874,1.0301669364,1.0312209406,1.0338001876,1.0354784374,1.0446172557,1.0330076092,1.0026627957,0.8057873774,1.2945135515,0.9625481311,1.0461413281
2023-12-01,1.0335444146,1.0302525921,1.0312741591,1.0336591863,1.0354005148,1.0456584839,1.0332241110,1.0040839893,0.8192683544,1.3010956927,0.9776169990,1.0661967709
2023-12-04,1.0336099850,1.0303533112,1.0315566221,1.0337282878,1.0346821291,1.0465341294,1.0331074087,1.0035330505,0.8215157338,1.3243552007,0.9799667654,1.0726723392
2023-12-05,1.0336035636,1.0304995942,1.0316756998,1.0341100426,1.0352161237,1.0461688415,1.0332877400,1.0024736503,0.8261660286,1.3364915598,0.9803584501,1.0879929135
2023-12-06,1.0334623956,1.0306681523,1.0318309299,1.0341644103,1.0347884868,1.0475720758,1.0335205194,1.0068721456,0.8399872809,1.3691969621,0.9974866170,1.0987599085
2023-12-07,1.0337865369,1.0308072461,1.0318879882,1.0341212067,1.0335319584,1.0478064281,1.0335507549,1.0073791557,0.8347181248,1.3705801017,0.9975497822,1.1032469727
2023-12-08,1.0336425347,1.0310514220,1.0320173181,1.0343674226,1.0334207211,1.0485991706,1.0336712245,1.0057918418,0.8356713437,1.3710612623,1.0099113998,1.0822164149
2023-12-11,1.0333831171,1.0310424239,1.0320918662,1.0347590870,1.0333033713,1.0498444236,1.0338353227,1.0053907554,0.8343203416,1.3729787857,1.0023892999,1.0727405788
2023-12-12,1.0335699345,1.0312144426,1.0321657631,1.0350030441,1.0330173081,1.0503165129,1.0339315383,1.0068048901,0.8356710035,1.3665018973,0.9988219119,1.0708291829
2023-12-13,1.0337584504,1.0315705396,1.0320771676,1.0351700260,1.0320412476,1.0510978587,1.0340257995,1.0049471770,0.8197568663,1.3624118006,0.9913996493,1.0416072039
2023-12-14,1.0337672558,1.0315326112,1.0322497487,1.0350671612,1.0319982181,1.0504350459,1.0339176454,1.0072425349,0.8174667225,1.3566026319,0.9840900324,1.0107508769
2023-12-15,1.0340087155,1.0318320983,1.0326556967,1.0350037807,1.0334396280,1.0489498363,1.0340418560,1.0045966169,0.8169669724,1.3678447937,0.9935119453,1.0011674590
2023-12-18,1.0340713650,1.0320960715,1.0328312346,1.0352114180,1.0345667091,1.0484913790,1.0343775799,1.0042281291,0.8218065928,1.3620852341,1.0016563648,0.9939142315
2023-12-19,1.0341218011,1.0320271894,1.0328989184,1.0354047692,1.0347873125,1.0499039169,1.0345726535,1.0038127839,0.8292257581,1.3812449234,1.0127691988,0.9912593571
2023-12-20,1.0342081544,1.0322128384,1.0329993113,1.0352151180,1.0361393293,1.0492123625,1.0347869445,1.0034793825,0.8250983665,1.3912451311,1.0219289533,1.0131578815
2023-12-21,1.0345054723,1.0322400104,1.0330381748,1.0353133932,1.0371434559,1.0481125593,1.0349621492,1.0054963938,0.8354211188,1.4014186000,1.0266448684,1.0451816555
2023-12-22,1.0346012817,1.0323375646,1.0331482681,1.0353720178,1.0375710457,1.0489257977,1.0352928048,1.0027905776,0.8376238458,1.4099661873,1.0311664209,1.0271337479
2023-12-25,1.0346758669,1.0327301578,1.0332394194,1.0354127240,1.0356930651,1.0497363941,1.0352546650,1.0003522992,0.8239836263,1.3729647316,1.0178467053,1.0179646516
2023-12-26,1.0346950210,1.0326498676,1.0333976785,1.0355321946,1.0364533617,1.0491472273,1.0353745625,1.0009436878,0.8223224627,1.3841471335,1.0253187812,0.9950332822
2023-12-27,1.0345956396,1.0328406129,1.0334815403,1.0357409127,1.0348388786,1.0516673046,1.0355648624,1.0017688807,0.8181221077,1.3980197930,1.0165743300,0.9982299947
2023-12-28,1.0348464448,1.0328340500,1.0335970532,1.0358858037,1.0353763640,1.0528852794,1.0357195368,1.0002193242,0.8176166284,1.3932549344,1.0151741675,0.9722419900
2023-12-29,1.0349704240,1.0330513911,1.0337292234,1.0360939904,1.0355361580,1.0529015822,1.0359575121,0.9994932049,0.8080697580,1.3872656878,1.0129822575,0.9377708487
2024-01-01,1.0351231329,1.0333139851,1.0339239338,1.0361856482,1.0376470395,1.0538188062,1.0359909556,0.9975076101,0.8027580329,1.3901556336,1.0163165926,0.9487314835
2024-01-02,1.0353139053,1.0333087781,1.0340432075,1.0363380027,1.0386910906,1.0519385353,1.0362241772,1.0008540595,0.8131503147,1.4028416577,1.0333793726,0.9457258898
2024-01-03,1.0352395884,1.0332412152,1.0341301138,1.0363146879,1.0398790136,1.0526569554,1.0363457845,0.9982930973,0.8166669086,1.3920204696,1.0285054919,0.9615737341
2024-01-04,1.0353984438,1.0335045932,1.0343471172,1.0366309054,1.0401027340,1.0511735966,1.0363350607,0.9981722803,0.8057664208,1.3842034245,1.0246950752,0.9449714235
2024-01-05,1.0356249026,1.0340108616,1.0343420854,1.0368934982,1.0404968324,1.0517502421,1.0366440735,0.9985356284,0.8084910883,1.3787738555,1.0244845521,0.9455889789
2024-01-08,1.0357335544,1.0343730931,1.0345545482,1.0367905396,1.0399277271,1.0518275475,1.0367497821,0.9978442131,0.8039908893,1.3652110323,1.0180033817,0.9281390679
2024-01-09,1.0359061033,1.0344915382,1.0347211640,1.0369146773,1.0409270815,1.0517803242,1.0368881074,0.9980046207,0.8040100131,1.3548091199,1.0221095819,0.9299869861
2024-01-10,1.0360102572,1.0346013922,1.0348686631,1.0372040178,1.0410366856,1.0522518745,1.0371620539,0.9971244558,0.8033761304,1.3426303888,1.0300147371,0.9246540834
2024-01-11,1.0362788002,1.0346703532,1.0348692792,1.0373854650,1.0422622095,1.0530053918,1.0374218876,0.9968186158,0.8182039376,1.3575288884,1.0488289181,0.9334889058
2024-01-12,1.0362925705,1.0348806730,1.0350664519,1.0374928558,1.0423693501,1.0529883118,1.0376575054,0.9955222291,0.8312529377,1.3884683239,1.0676360621,0.9357158586
2024-01-15,1.0365651917,1.0349821797,1.0352739369,1.0376996824,1.0433559048,1.0538937878,1.0378664156,0.9975483618,0.8283751874,1.3787247135,1.0680051951,0.9266929183
2024-01-16,1.0366264429,1.0350545162,1.0353016278,1.0376319124,1.0441196259,1.0520522929,1.0378702608,1.0002870241,0.8380622773,1.3755302911,1.0738856937,0.9263098905
2024-01-17,1.0369399060,1.0350578737,1.0354313781,1.0376139593,1.0447071892,1.0517248671,1.0379985748,1.0005134147,0.8498513204,1.3666990854,1.0809930458,0.9465310368
2024-01-18,1.0370524406,1.0353575931,1.0354955486,1.0378949919,1.0463559052,1.0520136540,1.0379531968,1.0008375262,0.8435821304,1.3667850359,1.0816199252,0.9232683283
2024-01-19,1.0371471551,1.0354824398,1.0356678043,1.0381447748,1.0458347511,1.0520930911,1.0381049212,1.0014698461,0.8508841913,1.3475134531,1.0842602012,0.9417108447
2024-01-22,1.0374087613,1.0354527702,1.0357232673,1.0384319471,1.0448477020,1.0519604454,1.0381897417,1.0035357233,0.8405645198,1.3274925764,1.0794168315,0.9289896232
2024-01-23,1.0375635771,1.0356832394,1.0357947581,1.0385999402,1.0449285772,1.0521338051,1.0381483525,1.0034897503,0.8474766674,1.3289768814,1.0836326924,0.9511481546
2024-01-24,1.0376768086,1.0358881354,1.0359822053,1.0390235319,1.0450294143,1.0526944340,1.0384808472,1.0037930424,0.8455425808,1.3292929494,1.0762961250,0.9334774529
2024-01-25,1.0379016475,1.0362041232,1.0359297584,1.0391593756,1.0466628305,1.0532681578,1.0386807925,1.0068314952,0.8484142581,1.3342847825,1.0932586271,0.9339503874
2024-01-26,1.0379480960,1.0363711051,1.0360973439,1.0392475165,1.0460877963,1.0528509288,1.0386607861,1.0076960847,0.8458751902,1.3222765943,1.0956829430,0.9274396514
2024-01-29,1.0379329982,1.0366992096,1.0361455404,1.0393795053,1.0458811788,1.0533480883,1.0388803340,1.0074492022,0.8384084986,1.3128928370,1.0861179360,0.9146589854
2024-01-30,1.0380193090,1.0367142306,1.0363466033,1.0392741914,1.0469978730,1.0554179291,1.0390328226,1.0066448365,0.8285428998,1.3223703660,1.0639153271,0.9125306275
2024-01-31,1.0380751767,1.0367688716,1.0364417459,1.0394895261,1.0469952038,1.0545050338,1.0390517183,1.0075091881,0.8281383918,1.3338790361,1.0734864195,0.9185701987
2024-02-01,1.0383382591,1.0369068811,1.0364858274,1.0393442907,1.0471389545,1.0545308085,1.0390191251,1.0048258014,0.8292892428,1.3468618409,1.0759484242,0.9299773589
2024-02-02,1.0384620865,1.0371629485,1.0365484002,1.0397224577,1.0466152857,1.0559000613,1.0390904634,1.0040559444,0.8242128026,1.3525451964,1.0782430537,0.8943425419
2024-02-05,1.0383474592,1.0373524459,1.0366904316,1.0398488907,1.0474470696,1.0555014647,1.0393107850,1.0052562525,0.8266502814,1.3757092755,1.0979748537,0.9056598918
2024-02-06,1.0384742016,1.0377428530,1.0368215756,1.0402146374,1.0480675445,1.0560187464,1.0395864786,1.0051708965,0.8239526233,1.3790368919,1.0915965137,0.8788192069
2024-02-07,1.0385445423,1.0377698586,1.0370525161,1.0402868355,1.0490647957,1.0548553943,1.0395960248,1.0031854408,0.8300453638,1.3829046087,1.0914409683,0.8764683282
2024-02-08,1.0386994779,1.0379522745,1.0371078051,1.0404466052,1.0490446657,1.0524111427,1.0397338040,1.0074226725,0.8308790965,1.3886358791,1.1020050647,0.8604972219
2024-02-09,1.0387276479,1.0381696958,1.0373498904,1.0404204149,1.0484665149,1.0518700446,1.0398755530,1.0081063933,0.8278882791,1.4030672519,1.1030057759,0.8533326274
2024-02-12,1.0386151307,1.0383942416,1.0374047426,1.0404953384,1.0470467215,1.0505749186,1.0400415068,1.0088951797,0.8189952606,1.3834881930,1.1040065802,0.8299859843
2024-02-13,1.0389322074,1.0384038176,1.0376260664,1.0406737816,1.0480981674,1.0519953432,1.0401093647,1.0106879069,0.8209532891,1.3812602359,1.1031955710,0.8282790475
2024-02-14,1.0391778590,1.0384843321,1.0376866836,1.0406880348,1.0489678791,1.0526406354,1.0402191006,1.0125218455,0.8271219754,1.4003293751,1.1101648278,0.8364238748
2024-02-15,1.0393366553,1.0384939531,1.0378886659,1.0406888134,1.0484247036,1.0520659369,1.0403968709,1.0114891001,0.8194074643,1.3934181820,1.1070470602,0.8155286325
2024-02-16,1.0395989167,1.0386560695,1.0379667082,1.0409239630,1.0473225391,1.0527593777,1.0404318882,1.0111898666,0.8199674525,1.4017171306,1.0987398808,0.7982823230
2024-02-19,1.0397397038,1.0387016325,1.0380902838,1.0412943365,1.0475691739,1.0540157188,1.0403814676,1.0143218715,0.8258641486,1.3916768660,1.1049521189,0.7911051096
2024-02-20,1.0399456687,1.0389288492,1.0381775217,1.0415784679,1.0475076564,1.0529433342,1.0402865965,1.0176763993,0.8093970499,1.3983816886,1.0983096368,0.7798548427
2024-02-21,1.0401775692,1.0391818780,1.0382025047,1.0419064833,1.0481058332,1.0536960408,1.0405918040,1.0173868562,0.8156596231,1.3928327937,1.1025088725,0.7821739142
2024-02-22,1.0402573892,1.0394168193,1.0386903139,1.0423751963,1.0480007912,1.0542897259,1.0407874015,1.0205527335,0.8208511372,1.3717189092,1.1064465391,0.7899119993
2024-02-23,1.0403915429,1.0394170910,1.0387537663,1.0425700244,1.0476262188,1.0549114338,1.0409052302,1.0226809595,0.8082213336,1.3692105403,1.0894984673,0.7889202256
2024-02-26,1.0403747436,1.0395779953,1.0390580747,1.0427393079,1.0472805493,1.0568033426,1.0411701560,1.0197789677,0.8000977180,1.3445493089,1.0807520015,0.7818951586
2024-02-27,1.0405465212,1.0396905298,1.0392537676,1.0429435933,1.0483251350,1.0567335072,1.0412786341,1.0230462928,0.8135588911,1.3731664650,1.0928488457,0.8036865482
2024-02-28,1.0410140756,1.0398714633,1.0394296019,1.0432287887,1.0479475302,1.0584718083,1.0415893787,1.0201839953,0.8073290894,1.3778038010,1.0876127679,0.8100313831
